,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145,default
D_113,-0.245395789,0.019978572,0.06081459,-0.099128745,0.103265584,0.097647079,0.034604518,0.054570119,0.086835385,0.154844646,0.069223452,0.017487003,-0.266332982,-0.016496391,0.059930615,0.078843989,-0.370513153,0.14765751,-0.00266737,-0.005311455,0.033302534,0.283734982,-0.012859945,-0.14180054,0.152035782,0.210920644,-0.123597009,-0.061324833,0.005625467,0.00207464,0.011139903,0.053203825,-0.055420404,-0.013975179,0.049328013,0.13314562,-0.001815397,-0.015460858,0.074343592,-0.032456932,0.003255567,0.033581553,0.036483397,0.01055419,0.003384199,0.127678991,0.035705674,0.120939829,-0.01489969,0.037462957,-0.135825792,0.035699668,0.187428945,0.012587855,0.054144093,0.057878621,-0.092691812,0.064540039,0.110507654,0.024162734,-0.611302577,0.060247538,0.010002755,0.030293188,0.018462088,0.000903329,0.051901839,0.041103204,-0.035155807,0.034663142,0.045273864,0.024018383,0.009250094,0.181853191,0.022165095,0.034935035,-0.00634659,0.049771597,0.001642532,-0.143110594,0.039727835,0.004571979,0.067050271,0.062770236,0.034406849,-0.030344384,0.015741432,0.016031791,0.087179866,0.104607678,0.002939596,0.022543221,-0.016183138,0.023982904,-0.060539831,-0.019413706,0.023750442,0.037613193,-0.001398771,0.084247837,0.035833337,0.137521624,0.026175236,0.079083339,-0.009892673,-0.001319025,,0.023684796,0.000374194,0.025711036,-0.04219371,0.001862843,-0.023173356,0.00140837,0.025952366,0.033317589,0.034820174,-0.107427991,0.024216933,0.034701348,0.003440426,-0.018003454,-0.03052353,-0.064970431,-0.039499443,0.045696334,0.043357598,-0.008331334,0.070378523,0.026452269,0.071375166,-0.083993402,0.000884428,0.014992762,0.104276249,0.102970073,-0.096352396,-0.002761613,0.081991362,0.024382024,0.059166355,0.006160329,-0.158117368,0.074478112,0.048899896,-0.015383336,-0.005885549,-0.050440871,0.009971656,-0.02811705,0.001806905,0.070176139,1,-0.214810196,-0.531696389,-0.097322077,-0.028700494,-0.534190981,-0.531391319,0.114365239,-0.402688516,-0.340862173,0.284162206,0.183536287,0.469678755,-0.211838435,-0.08236467,-0.1579852,-0.125491945,0.048014983,-0.083693278,0.051544148,0.070254702,-0.089459578,0.033448631,0.015110904,0.008539839,0.012624251,0.099682812,-0.021124837,-0.071634543,0.152007344,0.077594134,0.148069806,-0.085518345,0.151971714,0.042532819,0.136654888,0.165778963
D_114,0.314964823,0.038451777,-0.079368005,0.119248325,-0.101765941,-0.232008093,0.012842813,-0.001643024,-0.131188913,-0.179668328,-0.083645628,-0.001385616,0.343625053,0.081974598,-0.040439565,-0.070130565,0.415893888,-0.183042794,0.084925799,-0.000478357,-0.091436821,-0.387815442,0.017006298,0.285146865,-0.16313626,-0.229593476,0.170422201,0.127149054,-0.004689761,-0.01925159,0.038775462,-0.059380372,-0.135501563,-0.003256834,-0.030426104,-0.269625636,0.038179173,0.100576351,0.029990501,-0.03989512,0.046536979,-0.021842115,-0.013115747,0.001493187,0.077828514,-0.212975922,-0.073384869,-0.137797778,0.065737396,0.00241329,0.236564037,-0.010507582,-0.016412474,-0.021879499,0.035671442,-0.14664973,0.060059964,-0.036850837,0.039016712,0.017111008,0.564991583,-0.048729966,0.025419652,0.042790985,-0.063181064,0.003024263,-0.018163417,-0.047491994,0.075003495,-0.030556836,-0.153358597,-0.065476226,0.134193395,-0.489873255,-0.038013518,-0.03812598,-0.006747556,-0.032261763,0.038256659,0.287541202,0.046110648,0.014360848,-0.069535736,-0.053504468,-0.018628738,0.008213746,-0.032744549,0.107445986,-0.082751625,-0.101008641,0.000520061,-0.002713035,-0.003734486,-0.0208496,0.026497616,0.119966218,-0.016777885,-0.022619356,0.014301345,-0.104154997,-0.025458663,-0.129515856,-0.005493455,-0.064013215,0.066365821,0.061730997,,-0.020493999,0.002978378,-0.204170374,0.04697171,-0.019756106,0.057842128,0.001461261,-0.077570514,-0.026682347,-0.087791275,0.092622894,-0.014638759,-0.02073483,5.27E-05,0.120946721,0.12634883,0.059995153,0.065325188,-0.036207521,-0.039483711,0.076222426,-0.057618021,-0.010582589,-0.05552497,0.084596376,0.042581622,0.097096445,0.030459227,0.031085313,0.088670479,0.019171831,0.056605472,0.005268841,-0.079448004,-0.0303265,0.157314035,-0.001302685,-0.057608811,0.018423,0.018611967,0.085695535,0.025769549,-0.044508313,-0.004535417,-0.140856472,-0.214810196,1,0.259097397,0.579047567,0.262121984,0.271240514,0.269973208,0.201303141,0.420677268,0.364758646,-0.120695867,0.189524464,-0.144559583,0.410966794,0.179749546,0.530728667,0.448162189,-0.034232636,0.066120745,-0.016117259,-0.058996233,0.11004998,-0.016885967,-0.044445137,-0.025457059,-0.078365832,-0.08629972,-0.019823508,0.047084572,-0.106676111,-0.077617795,-0.101999072,0.131761447,-0.106728121,0.013945072,-0.111149633,-0.220361511
D_115,0.291129897,-0.036693896,-0.083202477,0.130138738,-0.119993903,-0.12523635,-0.04459592,-0.074779793,-0.124761313,-0.153212186,-0.091739657,-0.034392534,0.336394898,0.009815864,-0.077204504,-0.08311246,0.498054441,-0.196929479,0.000482713,0.011094272,-0.063536629,-0.306225232,-0.002732269,0.169373222,-0.179211504,-0.205611074,0.131984383,0.066631917,-0.006447804,-0.027022013,-0.020055777,-0.073818667,0.052554727,0.021654664,-0.065114929,-0.161037056,0.000115649,0.02432791,-0.102019664,0.016670767,-0.0063389,-0.047291233,-0.060634566,-0.014806618,-0.012861647,-0.166281958,-0.059807899,-0.164936143,0.013163171,-0.048547768,0.174961282,-0.036807519,-0.219577414,-0.019590154,-0.077457141,-0.088537894,0.125174793,-0.083976446,-0.132150521,-0.045934737,0.573955125,-0.067184294,-0.024412076,-0.041866845,-0.024951649,-0.000372422,-0.065056674,-0.062226164,0.044176175,-0.050715563,-0.066399273,-0.051955895,0.020698242,-0.207549883,-0.045032154,-0.058022572,0.025566214,-0.049879191,-0.010937598,0.177372305,-0.058815487,-0.004641817,-0.07822304,-0.073095157,-0.046885817,0.039374998,-0.018063677,-0.012081843,-0.094951906,-0.107075667,-0.003050781,-0.038025951,0.02268012,-0.034389477,0.058882128,0.008577871,-0.034560753,-0.026050494,-0.003923927,-0.096238154,-0.051740101,-0.136184391,-0.029234365,-0.100466706,0.006801602,0.000319313,,-0.034316448,-0.000758394,-0.015133327,0.043143865,-0.004698176,0.024877872,-0.010740158,-0.034643868,-0.044863436,-0.044226843,0.138442987,-0.03632531,-0.03946767,-0.005954766,0.010704,0.025775194,0.102303394,0.051238228,-0.056973905,-0.044099381,-0.004099048,-0.080979715,-0.027475154,-0.081335106,0.099420596,-0.006138372,-0.029138845,-0.111777051,-0.110774559,0.079472412,0.008333151,-0.093825484,-0.025142372,-0.081627842,-0.003319966,0.148022717,-0.098060502,-0.058336193,0.016678857,-0.005103533,0.046672149,-0.01114022,0.037745736,-0.004239001,-0.083456742,-0.531696389,0.259097397,1,0.129133002,0.106370227,0.870583362,0.869535869,-0.095606959,0.54441518,0.4789792,-0.206142247,-0.162643191,-0.303470339,0.243455522,0.077660389,0.137046884,0.075800035,-0.046284435,0.097681318,-0.060150766,-0.07935752,0.11456594,-0.042717951,-0.016708255,-0.030256397,-0.027526917,-0.135585032,0.030777298,0.117431381,-0.163436237,-0.075036851,-0.161064702,0.063584979,-0.163373339,-0.066104781,-0.133890692,-0.188862622
D_116,0.165565068,0.073406631,-0.042764569,0.004822608,-0.030713331,-0.154077948,0.05966729,0.119675229,-0.055295337,-0.161147303,-0.005682975,0.079553429,0.289297513,0.046299924,0.017897873,-0.048200318,0.243000685,-0.089952689,0.038613637,-0.024223722,-0.047295734,-0.323857539,0.021933075,0.148217615,-0.059352475,-0.262848854,0.099362964,0.141801348,-0.007432276,0.026139505,0.029784407,-0.025615768,-0.285059092,-0.038173783,0.018238086,-0.1954958,0.023785839,0.005532933,0.170438931,0.049247378,0.022079087,0.016740063,0.062388244,-0.007918071,0.065510508,-0.183810242,-0.06391709,-0.062520081,0.047390654,0.041761809,0.122988672,0.010900044,0.488159623,-0.026452061,0.200574089,-0.104794617,-0.037703652,0.067991234,0.072368002,0.15520284,0.675777756,-0.061897727,0.007009866,-0.018229942,-0.074249042,-0.000497231,0.084975745,0.00571952,0.059265344,0.019196579,-0.063229029,-0.023645012,0.003024847,-0.667106496,0.014584007,0.032863932,0.016255679,0.007723727,0.013623995,0.201236266,0.056466783,0.011160572,-0.001483396,-0.043762535,0.013386439,0.038527671,-0.034865171,0.062645765,-0.014574729,-0.114539749,-0.002037955,0.047342239,-0.027476964,-0.006453374,-0.029775505,0.102981085,0.013009665,-0.027645224,0.00965367,-0.053291206,0.019987656,-0.113572448,0.007867629,0.044679541,0.04415798,0.052937244,,0.014858242,0.003137226,-0.181653482,0.02180936,-0.028695358,0.044195945,0.060039145,-0.074854304,0.018642943,-0.083483892,-0.034488199,0.019083021,0.032533619,0.006577044,0.077540034,0.082137565,0.024103633,0.045379949,0.015920128,-0.009669162,0.050650278,-0.052334515,0.011699706,-0.049141489,0.010700756,0.03124018,0.070653569,-0.0205135,-0.019703319,0.05432482,0.00501366,-0.014005657,0.025214576,-0.04477393,-0.030500413,0.105451219,0.150556327,-0.049203049,0.009898852,-0.0031799,0.007503962,-0.007442427,-0.098307806,0.003071664,-0.243455344,-0.097322077,0.579047567,0.129133002,1,0.329033426,0.130432804,0.128704158,0.459479876,0.182486656,0.11911467,-0.061846685,0.048484455,-0.079495649,0.400878384,0.082617958,0.137286911,0.10057416,0.008966622,0.031354041,-0.032275107,-0.048703408,0.079167134,0.007054351,-0.065923791,-0.027192026,-0.127300983,-0.045374527,-0.075099258,0.034920008,-0.050570351,-0.031884001,-0.048299993,0.063341004,-0.050633903,0.023358208,-0.045485053,-0.11565914
D_117,0.20271818,0.016611185,-0.066143791,0.110393376,-0.087674225,-0.192059216,-0.006264483,-0.026464993,-0.103562338,-0.112596815,-0.075215426,-0.030348597,0.19832124,0.063819254,-0.060354323,-0.034384268,0.187994864,-0.139446298,0.070116492,0.006360583,-0.092581924,-0.226539655,0.062887245,0.215395017,-0.118679664,-0.153757314,0.130865794,0.084648319,0.003258348,-0.033108266,0.018650513,-0.052553599,-0.102679236,0.005221989,-0.049406514,-0.20091385,0.025594645,0.128200089,-0.014405004,0.213838053,0.035254885,-0.03658377,-0.068728628,-0.034987074,0.050177371,-0.135230753,-0.001159847,-0.120174996,0.043633336,0.130029074,0.190441165,-0.020500708,-0.021195631,-0.013028287,-0.010587331,-0.105950164,0.085135738,-0.04991069,0.046519953,-0.01935623,0.306173942,0.000606436,-0.016351557,0.101186551,-0.042210639,-0.003071895,-0.032538217,-0.067102134,0.065766583,-0.044076855,-0.159744391,-0.076749478,0.101666031,-0.290170624,-0.082235543,-0.081672532,0.057497494,-0.014993923,0.003264848,0.225499306,0.026848239,0.012175459,-0.049012596,-0.054173423,-0.036790866,-0.004166637,-0.023778576,0.038300671,-0.059463727,-0.096203079,-0.001332874,-0.027340576,0.003465691,-0.005072679,0.011263285,0.050622243,-0.027319104,-0.022723376,0.001262083,-0.067640933,-0.041183121,-0.09001562,-0.001525885,-0.066469431,0.023557378,0.064419294,,-0.025762494,0.001068948,-0.133797991,0.024211424,-0.012295961,0.027410027,-0.015916422,-0.057958968,-0.034929027,-0.065083578,0.08634035,-0.02808801,-0.018793766,5.47E-05,0.088816939,0.106009391,0.009236689,0.054946382,-0.045619488,-0.018198087,0.071568064,-0.023531112,-0.010836481,-0.020145262,0.070053615,0.039222646,0.020861794,-0.045205368,-0.044735317,0.027559696,0.019383461,-0.040380158,0.002916899,-0.066320161,-0.032644831,0.085801499,-0.026855108,-0.035336775,0.016712876,-0.030421155,-0.008545438,0.024832529,-0.012842928,-0.003950179,-0.081383667,-0.028700494,0.262121984,0.106370227,0.329033426,1,0.030080902,0.031645489,0.091621608,0.172046572,0.36041683,-0.022986919,0.082894379,-0.031295787,0.197949256,0.153987181,0.153356267,0.118873193,-0.017379475,0.080909524,-0.067952694,-0.063281647,0.053741102,-0.03154451,-0.025615219,0.00511043,-0.045137145,-0.02288036,-0.026321044,0.004175414,-0.062769858,-0.048646692,-0.059880064,0.09687608,-0.062769535,0.011420363,-0.057665622,-0.152941433
D_118,0.276949283,-0.030133092,-0.080687936,0.122605925,-0.108169358,-0.11644966,-0.038807199,-0.071984587,-0.115987787,-0.142559386,-0.084061345,-0.024080706,0.336870933,0.010622767,-0.063766248,-0.081631974,0.516837061,-0.189487947,-0.004038399,0.0110357,-0.055650238,-0.304976528,-0.005949961,0.166756853,-0.172054436,-0.19348781,0.127545821,0.063873751,-0.007691694,-0.016854736,-0.01822003,-0.071623679,0.053769578,0.01687638,-0.055155909,-0.153135758,0.002034933,0.017663347,-0.093196252,0.016358581,-0.004074837,-0.039901992,-0.0453149,-0.009691261,-0.009211446,-0.161081124,-0.076530829,-0.154401021,0.016248896,-0.052585225,0.17489422,-0.031290921,-0.17637922,-0.018615953,-0.071238876,-0.084120925,0.111988846,-0.082033032,-0.139915658,-0.039833198,0.543425974,-0.068769217,-0.017705741,-0.045201175,-0.023280667,0.003295396,-0.061905885,-0.05288836,0.044409581,-0.037172087,-0.057795654,-0.044092337,0.037451676,-0.203409105,-0.03080716,-0.043356969,0.032847301,-0.047933178,-0.007468705,0.176293771,-0.056672538,-0.004327425,-0.073843232,-0.067913557,-0.039828045,0.044017514,-0.016477683,0.002650664,-0.088687469,-0.095130812,-0.00276827,-0.027312306,0.020537165,-0.03450932,0.055956899,0.019436199,-0.028745666,-0.017733424,-0.000419779,-0.092858232,-0.041580842,-0.126146907,-0.031103621,-0.097937836,0.014490597,-0.000322457,,-0.028794936,-0.000209441,-0.021872337,0.041640659,-0.003437851,0.027698881,-0.008057519,-0.031000546,-0.03662033,-0.040353986,0.130485779,-0.029860117,-0.033351822,-0.004188576,0.008295987,0.023243922,0.107620635,0.051204654,-0.046274525,-0.041851775,-0.002804498,-0.07992978,-0.024621629,-0.080422964,0.092789256,-0.004530367,-0.019973317,-0.101149279,-0.10019727,0.082713408,0.006056317,-0.080686805,-0.025071527,-0.079101915,0.002290146,0.142701906,-0.093412703,-0.056093855,0.01560607,0.000628791,0.038043201,-0.002174246,0.028248822,-0.00355002,-0.085960168,-0.534190981,0.271240514,0.870583362,0.130432804,0.030080902,1,0.997077502,-0.08782027,0.570938011,0.395900284,-0.214534165,-0.151694748,-0.301883878,0.258852716,0.077354603,0.145379465,0.083388889,-0.043698619,0.095011603,-0.051759062,-0.073569571,0.113656345,-0.038598391,-0.01694755,-0.044135801,-0.025360722,-0.14919279,0.032446586,0.130268872,-0.162077286,-0.073080367,-0.159813485,0.05973022,-0.162020655,-0.066512105,-0.133354915,-0.182355505
D_119,0.275159179,-0.029939443,-0.079755153,0.121129392,-0.107009675,-0.115463115,-0.038747751,-0.071399133,-0.115973059,-0.14131698,-0.083073448,-0.02337826,0.332442606,0.009485699,-0.063275033,-0.08089648,0.513717979,-0.188270896,-0.004559192,0.011005622,-0.054694689,-0.300116673,-0.006408311,0.165679422,-0.170254646,-0.190898943,0.123332579,0.062974033,-0.007746405,-0.016516871,-0.018651945,-0.070850433,0.052827417,0.017079493,-0.05458232,-0.151803609,0.001484227,0.017573839,-0.092021627,0.014096406,-0.004958744,-0.039317081,-0.043505248,-0.009854523,-0.010194106,-0.158696335,-0.078584444,-0.153320743,0.015013029,-0.053570297,0.172768729,-0.030796747,-0.177500603,-0.018616803,-0.070356066,-0.083703186,0.110118713,-0.081052905,-0.13967247,-0.039508567,0.540769749,-0.06877899,-0.017606355,-0.045776939,-0.02294328,0.003240686,-0.06125579,-0.051186423,0.043214506,-0.036912645,-0.057443307,-0.043271678,0.035999079,-0.200334044,-0.02908818,-0.041561442,0.03153452,-0.047774311,-0.007905269,0.173679492,-0.056380919,-0.00471609,-0.073101536,-0.06664672,-0.039220156,0.042884654,-0.016187669,0.003592782,-0.087460429,-0.092829007,-0.002825646,-0.02704925,0.020790309,-0.034527453,0.05585649,0.018983902,-0.028334943,-0.017613231,-0.000697263,-0.092032031,-0.041062919,-0.124430568,-0.030714822,-0.096755068,0.013179652,-0.000761733,,-0.028460116,-7.57E-05,-0.020186087,0.041337183,-0.003372454,0.027234612,-0.007828011,-0.030343735,-0.036261842,-0.039616367,0.128951967,-0.029433922,-0.033375296,-0.004330601,0.00778265,0.022316136,0.107618547,0.050131099,-0.045966626,-0.041645234,-0.003596931,-0.078921229,-0.024196384,-0.079366578,0.091868852,-0.005287284,-0.018651038,-0.098524731,-0.097587897,0.081689854,0.005938261,-0.078509891,-0.024685636,-0.078204894,0.002679813,0.14122994,-0.092026285,-0.055923374,0.015484872,0.000222772,0.037548485,-0.002127305,0.028353118,-0.003548359,-0.085237367,-0.531391319,0.269973208,0.869535869,0.128704158,0.031645489,0.997077502,1,-0.086553576,0.568234449,0.39739852,-0.212949716,-0.153615704,-0.299555501,0.25763394,0.075910244,0.145038886,0.08362416,-0.043418496,0.09421698,-0.050313873,-0.072110137,0.112828923,-0.0376323,-0.016614971,-0.044721861,-0.024929274,-0.148325218,0.032624165,0.129341764,-0.160492299,-0.072286179,-0.158286912,0.057430324,-0.16043731,-0.066127268,-0.132007298,-0.180421928
D_120,-0.157608991,0.078158797,0.025571383,-0.121453854,0.135988114,0.093885813,0.068872601,0.094458906,0.075679018,0.204736134,0.11442134,0.069515445,-0.048102438,-0.004226484,0.109005333,0.066454556,-0.070384041,0.130184754,-0.015335278,-0.022673241,0.030622333,0.06219453,-0.020876839,-0.020844399,0.133180006,0.201548388,-0.076203065,-0.098474194,-0.009213061,0.052537128,0.024706797,0.024775854,-0.164904893,-0.036687518,0.099963986,0.107849696,0.003296672,-0.0687725,0.156795955,-0.049167869,0.001119638,0.075775201,0.131144901,0.019289123,0.024212337,0.036186232,-0.051553345,0.111744827,0.01047328,-0.03525186,-0.088624511,0.047561267,0.308909621,-0.006390579,0.129565205,0.053771435,-0.140416262,0.084653061,0.032001952,0.099178685,0.207894703,-0.02203214,0.046163406,-0.04499462,-0.00224155,0.000683218,0.094595442,0.093678601,-0.007337109,0.058767354,0.080624977,0.033737722,0.012855821,-0.038813143,0.105292147,0.124414129,-0.025010078,0.046582041,0.033508,-0.069298928,0.0355514,0.008151783,0.090546697,0.068824866,0.080369851,-0.049446433,0.005721674,0.043189159,0.11167448,0.122041112,0.001023179,0.058568621,-0.012051587,0.007879176,-0.058671446,0.051171355,0.054737222,0.034524332,0.013435387,0.076488073,0.071538184,0.170181788,0.033090513,0.099931398,0.017684137,-0.000666281,,0.045230569,0.006213208,-0.021385961,-0.029428758,-0.006907138,0.011418286,0.027452183,0.019316677,0.059294954,0.024502798,-0.14398086,0.054931879,0.044114287,0.009478275,-0.013907997,-0.014549309,-0.009855803,-0.012848541,0.077510043,0.034919971,0.002354284,0.029776527,0.035420636,0.030174821,-0.102276956,0.000757173,0.046240539,0.163520287,0.16044468,-0.130828977,-0.003002641,0.182692501,0.015841496,0.024497919,0.094399673,-0.177449534,0.143843679,0.046417936,-0.004853932,0.018222711,0.027981038,-0.003228587,-0.079676442,0.003347216,-0.06713084,0.114365239,0.201303141,-0.095606959,0.459479876,0.091621608,-0.08782027,-0.086553576,1,-0.084639438,-0.0434875,0.052145491,0.046565969,0.07539149,0.113750419,-0.032883659,-0.025574122,-0.008131167,0.04155109,-0.052098966,0.066956731,0.07087435,-0.046547095,0.053647199,-0.00434752,-0.10218686,-0.019263824,0.077232402,-0.03252196,-0.002825952,0.045060116,0.042561756,0.043656227,-0.039220041,0.045045539,0.010779336,0.039069836,0.138974693
D_121,0.296350973,0.011718956,-0.066860737,0.115670688,-0.084899925,-0.194417825,-0.02244112,-0.05055305,-0.056910517,-0.154927431,-0.050440313,0.017342366,0.434384993,0.054085386,-0.04480638,-0.076229449,0.717021248,-0.171934897,0.048121304,0.004809756,-0.029813638,-0.409891414,0.022663397,0.199737756,-0.181844388,-0.19531713,0.187774783,0.073088214,-0.013514824,0.003089277,0.008154076,-0.053180091,0.021144463,0.010028399,-0.040463932,-0.237890051,0.021562646,0.094115358,-0.04483925,0.051820495,0.02554588,-0.021896246,0.009770278,0.008139196,0.046084388,-0.213367383,-0.099286808,-0.129387942,0.057497536,-0.011461221,0.232378268,-0.039462678,-0.099630651,-0.016530864,-0.043966956,-0.085771597,0.070878866,-0.080875115,-0.144627234,-0.018707295,0.505586036,-0.072562958,0.001800745,0.017365045,-0.017807157,0.008535083,-0.0399448,-0.012071988,0.074732652,-0.017475434,-0.139028908,-0.0102111,0.119922976,-0.268888682,0.017406364,0.004271645,0.06407226,-0.054367625,0.013145941,0.252442359,-0.012411523,0.008573411,-0.064073184,-0.035631997,-0.020911742,0.048101997,-0.008835486,0.058170447,-0.073003008,-0.078951007,0.000143113,-0.007608807,0.030735246,-0.047573686,0.06022211,0.109196377,-0.014257345,0.012914479,0.009121564,-0.110464189,-0.021944353,-0.13333951,-0.033838609,-0.096440513,0.042141769,0.034889651,,-0.019221248,0.003405592,-0.073907665,0.053491777,0.001086547,0.064861412,-0.018764123,-0.018838954,-0.018945105,-0.026898005,0.112875673,-0.014166131,-0.033876568,-0.002173593,0.056736012,0.073521265,0.07544678,0.076628385,-0.027323581,-0.050677831,0.041391725,-0.064246782,-0.021270432,-0.062536692,0.099440081,0.021561847,0.023566646,-0.050129782,-0.049059045,0.115047899,0.013027493,-0.020724486,-0.018661281,-0.065375968,0.066976567,0.145505728,-0.078146878,-0.084790981,0.025895684,-0.014375242,0.088206346,-0.001912845,-0.003533364,-0.001141886,-0.103358189,-0.402688516,0.420677268,0.54441518,0.182486656,0.172046572,0.570938011,0.568234449,-0.084639438,1,0.362202484,-0.157948346,0.373359686,-0.20444377,0.478646873,0.156267349,0.33775224,0.200253884,-0.054480828,0.131044061,0.00707547,-0.040924438,0.129793007,-0.014563211,-0.014801486,-0.09935636,-0.032115072,-0.169172819,0.045662633,0.157281646,-0.190606687,-0.08213962,-0.184161279,0.227814961,-0.190534394,-0.061960412,-0.173662486,-0.17194262
D_122,0.24707076,-0.001653257,-0.059324876,0.113802849,-0.096391615,-0.162142018,-0.022137041,-0.054325551,-0.130895368,-0.125078526,-0.075191436,-0.03541373,0.221977254,0.047452101,-0.059604388,-0.060152928,0.329517703,-0.145345588,0.049842688,0.009638501,-0.064505887,-0.236941094,0.011417147,0.205454553,-0.130946508,-0.145560813,0.115969161,0.069555046,-0.002019419,-0.020492569,0.011660132,-0.049514937,-0.001542864,0.019130696,-0.047013653,-0.179581054,0.015549702,0.102018726,-0.055805069,-0.025415861,0.020128681,-0.033080913,-0.044303968,-0.016220765,0.026177852,-0.132591736,-0.041810293,-0.118286021,0.028376633,-0.007417277,0.180400508,-0.026501732,-0.382636038,-0.016876552,-0.05630364,-0.090055415,0.084140052,-0.065481408,0.027594693,-0.046875087,0.4258852,-0.026739286,-0.00138773,0.045832288,-0.030968761,0.001609921,-0.054747557,-0.046219035,0.044392469,-0.039660554,-0.127986693,-0.051516744,0.103522203,-0.169137052,-0.041401437,-0.050179081,0.00334658,-0.039620581,0.010153579,0.192527217,0.001895514,0.002796068,-0.061774903,-0.03589099,-0.029315343,-0.019425615,-0.019929048,0.036061192,-0.071714672,-0.068989781,-0.000909147,-0.031515151,0.012381283,-0.019114511,0.044948449,0.048057197,-0.026098175,0.006501386,0.000170044,-0.08697662,-0.038457272,-0.098989484,-0.02678447,-0.081013393,0.021973109,0.034999742,,-0.027797388,0.000667821,-0.080288556,0.039252435,-0.007414942,0.029456158,-0.021108829,-0.043708495,-0.035967936,-0.050526484,0.106703545,-0.028390421,-0.03371783,-0.007109268,0.077049389,0.087373706,0.053839569,0.044356153,-0.048414349,-0.037250604,0.041710452,-0.030239515,-0.017821454,-0.029329817,0.07850908,0.015616853,0.046308444,0.00563946,0.006126269,0.062777122,0.020728236,0.021725472,-0.015370188,-0.058086329,-0.004457286,0.112377509,-0.0680326,-0.055086563,0.017026324,-0.019891561,0.043047899,0.034423511,0.016270617,-0.004108951,-0.036646475,-0.340862173,0.364758646,0.4789792,0.11911467,0.36041683,0.395900284,0.39739852,-0.0434875,0.362202484,1,-0.169594765,0.021376864,-0.238349204,0.271409391,0.135087268,0.29748479,0.253292784,-0.042905986,0.060814672,-0.01551465,-0.03947055,0.080180681,-0.018685617,-0.012293936,-0.037411055,-0.013958932,-0.059572421,0.004580597,0.031602057,-0.066786177,-0.049260778,-0.064053422,0.088958698,-0.066782897,-0.001221465,-0.067059087,-0.169722874
